fonction,localisation,experience,management,diplome,secteur,salaire_min_k,salaire_moyen_k,salaire_max_k,note,source
Ruby engineer,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"59,18 K€","65,76 K€","82,19 K€",effectif,DataRecrutement
Ruby engineer,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"69,26 K€","76,96 K€","96,19 K€",effectif,DataRecrutement
Ruby engineer,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"99,50 K€","110,56 K€","138,20 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"40,16 K€","44,62 K€","55,77 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"42,23 K€","46,92 K€","58,65 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"44,31 K€","49,23 K€","61,54 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"46,38 K€","51,53 K€","64,42 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"48,46 K€","53,84 K€","67,30 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"50,53 K€","56,14 K€","70,18 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"56,75 K€","63,06 K€","78,83 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"60,90 K€","67,67 K€","84,59 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"71,28 K€","79,20 K€","99,00 K€",effectif,DataRecrutement
Scala engineer,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"102,40 K€","113,78 K€","142,22 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"40,16 K€","44,62 K€","55,77 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"42,23 K€","46,92 K€","58,65 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"44,31 K€","49,23 K€","61,54 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"46,38 K€","51,53 K€","64,42 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"48,46 K€","53,84 K€","67,30 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"50,53 K€","56,14 K€","70,18 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"56,75 K€","63,06 K€","78,83 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"60,90 K€","67,67 K€","84,59 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"71,28 K€","79,20 K€","99,00 K€",effectif,DataRecrutement
Android engineer,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"102,40 K€","113,78 K€","142,22 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"40,53 K€","45,04 K€","56,30 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"42,63 K€","47,37 K€","59,21 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"44,72 K€","49,69 K€","62,12 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"46,82 K€","52,02 K€","65,02 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"48,91 K€","54,35 K€","67,93 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"51,01 K€","56,67 K€","70,84 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"57,29 K€","63,65 K€","79,57 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"61,48 K€","68,31 K€","85,39 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"71,95 K€","79,94 K€","99,93 K€",effectif,DataRecrutement
iOS engineer,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"103,36 K€","114,85 K€","143,56 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"41,67 K€","46,30 K€","57,88 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"43,40 K€","48,23 K€","60,28 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"45,13 K€","50,15 K€","62,69 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"46,87 K€","52,07 K€","65,09 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"48,60 K€","54,00 K€","67,50 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"50,33 K€","55,92 K€","69,90 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"55,52 K€","61,69 K€","77,12 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"58,99 K€","65,54 K€","81,93 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"67,65 K€","75,16 K€","93,95 K€",effectif,DataRecrutement
Devops / SRE engineer,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"93,62 K€","104,03 K€","130,03 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"42,43 K€","47,14 K€","58,93 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"45,91 K€","51,01 K€","63,76 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"49,39 K€","54,87 K€","68,59 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"52,87 K€","58,74 K€","73,43 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"56,35 K€","62,61 K€","78,26 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"59,82 K€","66,47 K€","83,09 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"70,26 K€","78,07 K€","97,59 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"77,22 K€","85,80 K€","107,25 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"94,62 K€","105,13 K€","131,41 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"146,80 K€","163,12 K€","203,90 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"34,09 K€","37,88 K€","47,35 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"35,86 K€","39,84 K€","49,80 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"37,62 K€","41,80 K€","52,25 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"39,38 K€","43,75 K€","54,69 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"41,14 K€","45,71 K€","57,14 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"42,90 K€","47,67 K€","59,59 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"48,19 K€","53,54 K€","66,93 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"51,71 K€","57,46 K€","71,82 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"60,52 K€","67,24 K€","84,05 K€",effectif,DataRecrutement
QA engineer,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"86,94 K€","96,60 K€","120,75 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"37,88 K€","42,09 K€","52,61 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"39,84 K€","44,27 K€","55,33 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"41,80 K€","46,44 K€","58,05 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"43,75 K€","48,62 K€","60,77 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"45,71 K€","50,79 K€","63,49 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"47,67 K€","52,97 K€","66,21 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"53,54 K€","59,49 K€","74,36 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"57,46 K€","63,84 K€","79,80 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"67,24 K€","74,71 K€","93,39 K€",effectif,DataRecrutement
Network Security engineer,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"96,60 K€","107,34 K€","134,17 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"40,95 K€","45,50 K€","56,88 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"43,07 K€","47,85 K€","59,81 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"45,18 K€","50,20 K€","62,75 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"47,30 K€","52,55 K€","65,69 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"49,41 K€","54,90 K€","68,63 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"51,53 K€","57,26 K€","71,57 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"57,88 K€","64,31 K€","80,39 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"62,11 K€","69,01 K€","86,26 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"72,69 K€","80,77 K€","100,96 K€",effectif,DataRecrutement
Machine Learning Engineer,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"104,43 K€","116,03 K€","145,04 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"45,35 K€","50,38 K€","62,98 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"47,69 K€","52,99 K€","66,23 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"50,03 K€","55,59 K€","69,49 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"52,37 K€","58,19 K€","72,74 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"54,72 K€","60,80 K€","76,00 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"57,06 K€","63,40 K€","79,25 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"64,09 K€","71,21 K€","89,01 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"68,77 K€","76,42 K€","95,52 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"80,49 K€","89,43 K€","111,79 K€",effectif,DataRecrutement
Data Scientist,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"115,63 K€","128,48 K€","160,60 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"38,81 K€","43,13 K€","53,91 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"42,00 K€","46,66 K€","58,33 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"45,18 K€","50,20 K€","62,75 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"48,36 K€","53,74 K€","67,17 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"51,55 K€","57,27 K€","71,59 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"54,73 K€","60,81 K€","76,01 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"64,28 K€","71,42 K€","89,27 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"70,64 K€","78,49 K€","98,12 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"86,56 K€","96,18 K€","120,22 K€",effectif,DataRecrutement
Data Engineer,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"134,30 K€","149,22 K€","186,53 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"35,25 K€","39,17 K€","48,96 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"37,07 K€","41,19 K€","51,49 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"38,90 K€","43,22 K€","54,02 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"40,72 K€","45,24 K€","56,55 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"42,54 K€","47,27 K€","59,08 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"44,36 K€","49,29 K€","61,61 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"49,83 K€","55,36 K€","69,20 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"53,47 K€","59,41 K€","74,26 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"62,58 K€","69,53 K€","86,91 K€",effectif,DataRecrutement
Data Manager,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"89,90 K€","99,89 K€","124,86 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"37,39 K€","41,54 K€","51,93 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"39,32 K€","43,69 K€","54,61 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"41,25 K€","45,84 K€","57,30 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"43,19 K€","47,98 K€","59,98 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"45,12 K€","50,13 K€","62,66 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"47,05 K€","52,28 K€","65,35 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"52,85 K€","58,72 K€","73,40 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"56,71 K€","63,01 K€","78,76 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"66,37 K€","73,74 K€","92,18 K€",effectif,DataRecrutement
Web Data Analyst,Hors Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"95,35 K€","105,94 K€","132,43 K€",effectif,DataRecrutement
Data Analyst,Hors Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"36,99 K€","41,10 K€","51,38 K€",effectif,DataRecrutement
Data Analyst,Hors Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"38,90 K€","43,23 K€","54,03 K€",effectif,DataRecrutement
Data Analyst,Hors Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"40,82 K€","45,35 K€","56,69 K€",effectif,DataRecrutement
Data Analyst,Hors Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"42,73 K€","47,47 K€","59,34 K€",effectif,DataRecrutement
Data Analyst,Hors Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"44,64 K€","49,60 K€","62,00 K€",effectif,DataRecrutement
Data Analyst,Hors Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"46,55 K€","51,72 K€","64,65 K€",effectif,DataRecrutement
Data Analyst,Hors Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"52,28 K€","58,09 K€","72,62 K€",effectif,DataRecrutement
